bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot_Values	Plot	NumberofPages	Publishing_Date	Characters	Setting	Url
I, Michael Bennett	Michael Bennett #5	['James Patterson', 'Michael Ledwidge']	4.07	18907	1586	{5: '7056', 4: '7333', 3: '3525', 2: '784', 1: '209'}	"Police officers shot Detective Michael Bennett arrests an infamous Mexican crime lord in a deadly chase that leaves Bennett's lifelong friend Hughie McDonough dead. From jail, the prisoner vows to rain epic violence down upon New York City-and to get revenge on Michael Bennett.
Judges murdered
To escape the chaos, Bennett takes his ten kids and their beautiful nanny, Mary Catherine, on a much-needed vacation to his family's cabin near Newburgh, New York. But instead of the calm and happy town he remembers from growing up, they step into a nightmare worse than they could have ever imagined. Newburgh is an inferno of warring gangs, and there's little the police-or Bennett-can do to keep the children safe.
Target: Michael Bennett
As violence overwhelms the state, Bennett is torn between protecting his hometown and saving New York City. A partner in his investigations, federal prosecutor Tara McLellan, brings him new weapons for the battle-and an attraction that endangers his relationship with Mary Catherine.A no-holds-barred, pedal-to-the-floor, action-packed novel, I, Michael Bennett is James Patterson at his most personal and most thrilling best."	383	July 9th 2012		['New York State']	https://www.goodreads.com/book/show/13037558-i-michael-bennett
Confessions of a Faithful Woman		Milele	4.76	17	2	{5: '14', 4: '2', 3: '1', 2: '0', 1: '0'}	"Confessions...of a faithful Woman a collection of arousing stories and poems is the first book in the ""Confessions..."" series.Confessions...of a faithful Woman challenges contemporary views about sexuality, gender, spirituality &amp; relationships. While expanding ideas about ancient practices, lifestyles and social relations; it allows the reader to take an intimate journey of arousing the mind, body and spirit. It is the beginning of the reader tapping into the divine desire to be whole, connected and satiated..."	274	June 8th 2012			https://www.goodreads.com/book/show/15776687-confessions-of-a-faithful-woman
Legacy: Awakenings		J. Dee Smith	4.33	3	1		What would you do? You live in small town U.S.A. You're a typical teenager. You just have to make it through each day without horribly embarrassing yourself. You have a normal, uneventful life. You're part of a wonderful, supportive family. Sure, your mother has the power to heal with her hands. But everyone has secrets, right? What would you do? You find out that you have a special power as well. That doesn't make you a freak, right? It's just one more thing you have to incorporate into your life. You just have to keep it hidden, no big deal. What would you do? Your world is about to come crashing down upon you. Just when you think you have a good bead on things. But as many of us already know, life rarely goes according to plan. What would you do?	212	April 27th 2013			https://www.goodreads.com/book/show/17894965-legacy
Tara de sub fluturi		Dragos Voicu	4.63	8	1	{5: '5', 4: '3', 3: '0', 2: '0', 1: '0'}	"The book could thrill all the readers aware by the economical and moral crisis we face. It is a dystopia where a country in economical crisis cannot function anymore and the government decides to sell it to a consortium of countries. The population loses the houses due to mortgages and the government decides to allocate tents installed in the parks to accommodate the desperate families. The life in such conditions is described and a story of a family living in such conditions is developed. Finally the country is sold and the consortium decides to organize the country as a collector of the sewages, wastage and garbage coming from the rest of the continent’s countries. There is an important political person in the book, who decides to cover all this abjectness with huge colored and perfumed butterflies…The book is a mirror over a world in distress…-----------------------------------------------Andreea Toma (http://andreeaiuliatoma.blogspot.com/... ):""Debutul lui Dragos Voicu a avut loc in 2009 cu romanul Coada, aparut la Editura Cartea Romaneasca, si care a primit Premiul pentru Proza la Concursul de debut organizat de aceasta editura. Nu am avut ocazia de a-l citi, in schimb am avut prilejul de a citi acest al doilea roman al sau-Tara de sub fluturi, care si-a facut aparitia de cateva luni in peisajul literaturii noastre contemporane. O gura de aer proaspat prinde bine din cand in cand, si astfel mi s-a parut mie ceea ce am gasit intre paginile acestei carti. A fost ceva diferit de lecturile mele de pana acum, ineditul imbracand felurite forme. Incepand cu titlul si continuand, treptat, cu fiecare pagina, am descoperit o lume invaluita in metafore. Din primele randuri ai senzatia ca vei citi ceva de domeniul fantasticului grotesc, fenomene incredibile au loc- oamenii si animalele isi pierd parul, pasarile au ramas fara pene-, si, daca as fi judecat doar dupa acest tablou initial, probabil ca nu as fi fost atrasa de subiectul cartii. Insa mi-am coborat privirea rand dupa rand si am simtit ca voi avea surprize placute. Nu m-am inselat.In Tara de sub fluturi gasim o lume supusa degradarii, primele imagini sunt apasatoare, sufocante, incepi sa simti caldura coplesitoare ce a cuprins tara, o senzatie de dezintegrare treptata parca bantuie printre oamenii tot mai obositi de traiul lor. Oameni evacuate de catre banci din casele lor si nevoiti sa locuiasca in parcuri, in corturile pe care Statul cel grijuliu cu cetatenii sai le-a pus la dispozitie. O imagine dezolanta, contracarata de un pasaj ce m-a amuzat de-a binelea: reprezentantii bancilor continua sa le faca oferte de creditare numeroaselor victime ale creditelor anterioare, oferte care de care mai pompoase, acoperind tot felul de situatii, culminand cu perspectiva decesului potentialului client, ce va muri in contul bancii, nu in al sau.Treptat, lumea din Tara de sub fluturi capata contururi atat de familiare, incat caracterul alegoric incepe sa ne scape, lucrurile ce se petrec nu ni se mai par atat de incredibile, ci ne infatiseaza o posibila realitate viitoare, nu atat de indepartata pe cat ne-ar place sa credem. Imaginile adesea halucinante dobandesc conotatii reale. Situatiile aducatoare de zambete pe chipul cititorului sunt presarate cu maiestrie in tot cuprinsul romanului. Senzatia ce m-a insotit permanent pe parcursul lecturii a fost aceea ca un ochi rade si altul plange. O parte din mine era incantata de umorul nascut de anumite intamplari, iar cealalta se infiora de perspectiva sumbra aruncata asupra viitorului. Caci in pofida aerului alegoric, intesat de imagini aparent exagerate, bogate in semnificatii, locurile si oamenii, trasaturile lor, sunt atat de usor de recunoscut, incat nu mai simti nevoia ca ele sa poarte un nume. Totul se desfasoara sub auspiciile nefaste ale Crizei, cu majuscula, asa cum apare si in carte. Personajul principal, un personaj-narator, fara nume si el, este un ins ca oricare altul dintre cei multi, afectati din plin de Criza. Dar prin prisma locului de munca pe care inca are norocul sa il detina- este un mic functionar la Ministerul Aerului-, are prilejul sa asiste fara sa poata face ceva la toate manevrele, la jocurile de culise ale inaltilor demnitari, care invart pe degete destinele a milioane de oameni si, impreuna cu ei, al unei intregi tari. Avem in fata o satira a tuturor tarelor societatii, pe care le cunoastem si le recunoastem, ele nu sunt deloc putine, la fiecare pas este ilustrata una din ele. Incepand cu prostia in materie de vot, continuand cu pasiunea pentru mancatul semintelor, cu festinele electorale, cu demagogia politicienilor, cu coruptia intalnita la toate nivelele, de la cel mai marunt pana la cel mai inalt sau invers, apoi cu dezinteresul pentru binele tarii si interesul exclusiv pentru propriul profit. Si daca la un moment dat am fost uimita de episodul vanzarii aerului curat din munti catre tari afectate de poluare masiva, ulterior aveam sa am un moment de stupoare- o decizie radicala luata de mai marii tarii, ca unica solutie de iesire din criza, si care implica o groaza de alte masuri extreme de costisitoare, inutile, in detrimentul altora cu adevarat eficiente, demonstrandu-le inventivitatea netarmurita in aceasta privinta. Toate acestea va par cunoscute, nu? Doar ca in acest roman ele capata dimensiuni noi, frizand incredibilul. Un incredibil, cum spuneam, perfect posibil. N-ai cum sa nu te gandesti, citind paginile a caror intensitate creste gradual, ca multitudinea de elemente deghizate in metafore sunt de fapt nu doar detalii dintr-un posibil drum pe care lumea de langa noi l-ar putea urma, ci chiar ceea ce se petrece acum sub ochii nostri. Pagini impresionante pentru mine au fost si cele care lasa oarecum la o parte meschinaria politica, evocandu-i pe bunicii personajului-narator. Franturi din trecutul mai recent sau mai indepartat si culminand cu degradarea prezentului, in care bunica, ramasa vaduva de cativa ani, isi asteapta sfarsitul intr-o saracie lucie, in satul si el degradat, in care putinii oameni ramasi s-au transformat in indivizi josnici, betivi si hoti. M-au emotionat profund paginile acestea. Bogatia stilistica ce caracterizeaza intreg textul este presarata la momentele potrivite cu unele expresii ce ar putea parea vulgare, insa nu sunt folosite pentru a face deliciul unui public dornic de limbaj licentios, ci se aseaza firesc in discursurile anumitor personaje, ca parte integranta din felul lor de-a fi, ca o nota de autenticitate.Si ar mai fi multe de comentat pe marginea cartii, insa n-as vrea sa dezvalui prea mult din continutul sau, sa nu va stric surpriza lecturii. Este o carte surprinzatoare, bine construita, scrisa intr-un stil fluid, placut. As putea spune chiar ca are si o doza de lirism fin impletita in tesatura elaborata a frazelor. Sper ca nu am fost prea lunga de vorba in exprimarea entuziasmului meu, dar de cate ori am ocazia sa citesc o astfel de carte, care produce valuri in constiinta mea de cititor, ma simt datoare sa-mi impartasesc impresiile cu voi. Cartea a aparut la Editura A.T.U. din Sibiu si poate fi comandata de aici. Pretul este foarte accesibil si fiti convinsi ca merita fiecare leu. De asemenea, puteti vizita blogul cartii-Tara de sub fluturi"""		December 26th 2012			https://www.goodreads.com/book/show/17667587-tara-de-sub-fluturi
Werewolf Dreams	Taming the Wolf #1	Katie Lee O'Guinn	3.75	1144	67	{5: '366', 4: '341', 3: '281', 2: '102', 1: '54'}	Ava Paskell is not your normal young woman. She's twice as strong as girls her age and she has a problem controlling her emotions. When her dad insists they spend the summer together in a small, strange Canadian town, she knows her life is about to change. But one of the biggest life changing moments is meeting Cyrus Carlston. The powerful bond they share from the very beginning scares her as much as it thrills her. As her life is put in danger and she gets closer an closer to the truth, one thing is clear, Ava's dreams are about to become her reality.	173	April 26th 2013		['Canada']	https://www.goodreads.com/book/show/17855801-werewolf-dreams
Our Virtuous Republic: The Forgotten Clause in the American Social Contract		Richard D. Baris	5.00	3	1		"Is it no longer a ""self-evident"" truth that government's nature is to become tyrannical? ""Our Virtuous Republic"" is the book the establishment does not want Americans on the right, left, or center to read. The argument is a vociferous and comprehensive defense of American traditionalism, a lesson in American citizenship, and a call for a return to civil society. Conservatives academics and politicians have failed to make a decisive argument for our founding principles. As a result, the progressive narrative has attached an unsubstantiated backward stigma to the ideals born of the American mainstream Protestant ethic, such as civic duty, obligation and other elements of American traditionalism that are necessary for a healthy society. Baris uses psychology, logic, economics, history, and science to deconstruct the progressive argument to its regressive core. Breaking through the superficial, he explains how our human nature interacts with the different elements of each political philosophy in American politics. The evidence, in total, points to one conclusion. There is a Natural Law that illuminates the path to human happiness and well-being. Our Founding Fathers designed the American social contract in accordance with Natural Law to ensure that we would all have the opportunity to achieve the highest state of being. Honoring the terms of that social contract is the true path to progress."	146	May 16th 2013			https://www.goodreads.com/book/show/17974854-our-virtuous-republic
Angelface (Angelface, #1)		Valentine,	4.79	14	0	{5: '12', 4: '1', 3: '1', 2: '0', 1: '0'}	Angelface is a memoir of a love unlike any other the world has seen. It tells of a passion of such profound intensity that, perhaps, no-one has ever felt as deeply.Valentine is a young man, quite content with his life, until, one day, he meets a girl, by chance, who completely upends his world.Karina is a young virginal student from Peru, living in London, for reasons unknown. With just one glance of her strange Incan beauty, Valentine is bewitched. From that moment on, his every thought is of her, his every feeling, his every dream. He is completely overwhelmed by an unaccountably powerful love. Yet, Karina is a mystery. Everything about her is elusive. Valentine is led on a mystery of the Heart, to discover the truth of the one he has come to love, so unexpectedly.Why is she so mysterious? What is the truth of her life? How can he love someone who seems so indefinable?They share a mutual uncontrollable passion – indeed, neither has known feelings so irresistible in their lives. Yet, always, there is the presence of the shadow of the unknown.This is the true story of a great love. Valentine spent six years, at night, alone in a room, writing this book, after the last day he ever saw Karina. Its six volumes extend to approximately 750,000 words making this one of the longest books ever written in the English language – and perhaps the longest book of love, in any language, in history. It serves as a memorial to one lost, but ever loved. It is published nineteen years to the day, after Valentine last saw Karina. Note: this work contains erotic passages, though always intrinsic to the development of the story.This volume contains 121,521 words. It is the first of a six volume work.	363	November 27th 2012			https://www.goodreads.com/book/show/17557268-angelface
Rowan the Strange	Ivy #3	Julie Hearn	3.97	296	28	{5: '94', 4: '122', 3: '59', 2: '19', 1: '2'}	Rowan knows he is strange. But dangerous? He didn't mean to scare his sister. In his right mind, he wouldn't hurt a fly. But there's a place he can go where they say they can fix his mind. Beyond the bars on the window, England is at war. Behind them, Rowan's own battle is only just beginning.	332	April 2nd 2009			https://www.goodreads.com/book/show/6135488-rowan-the-strange
The Equation		James Tarantin	4.10	10	2	{5: '5', 4: '2', 3: '2', 2: '1', 1: '0'}	The Legendary Larry King writes “The Equation is a Cross-Cultural Odyssey, an asset that will inspire in people the science of accomplishment.”The Equation Book tells a true, cross-cultural saga that spans over 58 Years and explores exciting adventures on 4 continents.The Story of a young lad named Omer, born to a wealthy family and shackled on an island of battling hierarchies.The youth leaves his home, and meets great dangers and tragedies as he seeks to discover Time’s Silent Secret.At the turn of the Millennium, the mission was to track historic clues and discover an Equation that was lost through the times … hidden in the margins. An Equation that whoever finds it will be Transformed. And with its 4 Rings of Power … design destiny.A Revolution is inspired! Time Stops!Will the lad transform or bite from the forbidden power and be carried to the brink of Death?	192	January 31st 2013			https://www.goodreads.com/book/show/18039479-the-equation
All But My Life: A Memoir		Gerda Weissmann Klein	4.28	18302	1082	{5: '9653', 4: '5510', 3: '2204', 2: '524', 1: '411'}	"All But My Life is the unforgettable story of Gerda Weissmann Klein's six-year ordeal as a victim of Nazi cruelty. From her comfortable home in Bielitz (present-day Bielsko) in Poland to her miraculous survival and her liberation by American troops—including the man who was to become her husband—in Volary, Czechoslovakia, in 1945, Gerda takes the reader on a terrifying journey. Gerda's serene and idyllic childhood is shattered when Nazis march into Poland on September 3, 1939. Although the Weissmanns were permitted to live for a while in the basement of their home, they were eventually separated and sent to German labor camps. Over the next few years Gerda experienced the slow, inexorable stripping away of ""all but her life."" By the end of the war she had lost her parents, brother, home, possessions, and community; even the dear friends she made in the labor camps, with whom she had shared so many hardships, were dead. Despite her horrifying experiences, Klein conveys great strength of spirit and faith in humanity. In the darkness of the camps, Gerda and her young friends manage to create a community of friendship and love. Although stripped of the essence of life, they were able to survive the barbarity of their captors. Gerda's beautifully written story gives an invaluable message to everyone. It introduces them to last century's terrible history of devastation and prejudice, yet offers them hope that the effects of hatred can be overcome."	261	March 31st 1995			https://www.goodreads.com/book/show/163363.All_But_My_Life
Day of the Predator	TimeRiders #2	Alex Scarrow	4.08	4592	362	{5: '1700', 4: '1773', 3: '925', 2: '158', 1: '36'}	ISBN 9780141326931 moved to the most recent edition hereLiam O’Connor should have died at sea in 1912.Maddy Carter should have died on a plane in 2010.Sal Vikram should have died in a fire in 2026.But all three have been given a second chance—to work for an agency that no-one knows exists. Its purpose—to prevent time travel destroying history . . .When Maddy mistakenly opens a time window where and when she shouldn’t have, Liam is marooned sixty-five million years ago in the hunting ground of a deadly—and until now—undiscovered species of predator.Can Liam make contact with Maddy and Sal before he’s torn to pieces by dinosaurs—and without endangering history so much that the world is overtaken by a terrifying new reality?	448	August 5th 2010	"[""Lian O'Connor"", 'Maddy Carter', 'Sal Vikram', 'Becks (TimeRiders)']"		https://www.goodreads.com/book/show/8129464-day-of-the-predator
Praying Successfully		Charles Haddon Spurgeon	4.18	85	12	{5: '34', 4: '34', 3: '15', 2: '2', 1: '0'}	Tragic circumstances surprisingly changed, a desperate cry for help heard and answered, a nagging need met––how can such things happen? Through the powerful resource of prayer. As you read these pages, you will understand how to turn adversity into advantage, get ahead without competing, see your desires fulfilled, obtain the wealth available to you, find peace in life's storms, be free from sin, and receive the free gift of salvation. Begin to receive whatever you need from the Lord today. The blessings of God are yours for the asking!	112	October 1st 1997			https://www.goodreads.com/book/show/1428175.Praying_Successfully
Polar Bears Past Bedtime	Magic Tree House #12	['Mary Pope Osborne', 'Salvatore Murdocca']	3.89	8023	290	{5: '2825', 4: '2325', 3: '2216', 2: '512', 1: '145'}	The Magic Tree House transportss Jack and Annie to the freezing Arctic. There, they must solve the final riddle to become master librarians. But it's not going to be easy--especially when they have cracking ice, a seal hunter, and a prodigious polar bear to deal with. Will they be able to solve the riddle before they get iced themselves?	71	May 27th 2003		['Frog Creek, Pennsylvania']	https://www.goodreads.com/book/show/948527.Polar_Bears_Past_Bedtime
Night Fall: What Rises Must Fall	Wolf Sirens #3	Tina  Smith	4.13	40	27	{5: '17', 4: '12', 3: '10', 2: '1', 1: '0'}	What Rises Must FallUncover what Happens after Dark in Shade...In the rainy valley the sky is covered by cloud as the Thunder God wars with his son, Apollo. As dusk descends the wolves haunt the forest.A crescent moon rises and all days are nights for the huntress, until the ancient battle is won. What lurks beneath the surface in the heartlands of myth and reality is a tale as insidious and devious as the wolves themselves. The sun has not yet set forever on a love that has defied time in a valley cursed for centuries. Lila has nothing to lose, except for the one thing that means everything. The unwilling heroine with a chip on her shoulder treads between two worlds on a path of inescapable fate that the Goddess has chosen for her. Lila must follow a dark path towards a war that no one can win. Suspicions rage as the fight takes her into the belly of the beast. Lives will be lost in a vicious clash.Who will be left standing after the fray?The hunter’s legacy must be fulfilled in a vivid tale of heartbreak and betrayal as what rises must fall and those that have fallen must find the strength to rise again.No one will emerge unscathed.	400	June 1st 2013			https://www.goodreads.com/book/show/18388385-night-fall
Close Up and Personal	Spotlight #1	J.S.  Taylor	3.87	5570	265	{5: '1692', 4: '2085', 3: '1322', 2: '332', 1: '139'}	Actress and director. The stage is set for passion... Drama-school graduate Isabella Green wants to be a script-writer. But when she meets famous director James Berkeley, she’s tempted into the glamorous world of acting. Behind the camera, the mysterious Berkeley commands discipline at all times. But Isabella soon discovers this man's dominant tendencies also extend into the dressing room. Suddenly Isabella is discovering a side of herself she never knew existed. But she is also learning more about the alluring James Berkeley. Is his desperate past something she can help heal? Or will the flames of passion consume them both when the cameras start rolling? Lights, camera, action...	283	December 10th 2013			https://www.goodreads.com/book/show/17336995-close-up-and-personal
Wind Chime Point	Ocean Breeze #2	Sherryl Woods	4.07	3756	272	{5: '1367', 4: '1454', 3: '773', 2: '139', 1: '23'}	When life gets complicated, New York Times bestselling author Sherryl Woods proves family—and love—can make all the differenceFacing a personal crisis, ambitious and driven Gabriella Castle retreats to the welcoming arms of her family. Everything she's worked for has been yanked out from under her, and she seeks the serenity of her grandmother's home on the North Carolina coast. With difficult decisions to make about her future, the last thing she wants is an unexpected love.Wade Johnson fell for Gabi the first time he saw her. It's not the only time he's found himself in the role of knight in shining armor, but Gabi isn't looking for a rescuer. To get her to stay, Wade will need a whole lot of patience and gentle persuasion…and maybe the soothing sound of wind chimes on a summer breeze.	393	April 28th 2013	"['Gabriella ""Gabi"" Castle', 'Wade Johnson']"		https://www.goodreads.com/book/show/16074558-wind-chime-point
The Secrets of Intercessory Prayer: Unleashing God's Power in the Lives of Those You Love		Jack W. Hayford	4.34	68	15	{5: '40', 4: '14', 3: '12', 2: '1', 1: '1'}	See Your Prayers Answered!Here are the keys to unlocking effective intercessory prayer. With encouragement, powerful testimonies and keen biblical guidance, pastor and bestselling author Jack Hayford offers the insight you need to pray more effectively for God's grace, goodness and power in the lives of those you love. Pastor Jack also reveals how to - answer God's divine invitation to partnership - apply the basic promises of God to prayer - launch a counterattack against the enemy - help bring about victory in others' lives - pray for someone you'd rather not pray for - and moreRegardless of the situation, you can pray with rightful authority, perseverance and confidence. Stand in the gap for those you love and watch God's answers come.	173	October 2012			https://www.goodreads.com/book/show/14921905-the-secrets-of-intercessory-prayer
Love in All the Wrong Places	Love in LA #1	Audrey Harte	3.61	463	108	{5: '128', 4: '137', 3: '110', 2: '65', 1: '23'}	Annie Chang is in her mid 20s and has lived in Los Angeles all her life. After a series of failed relationships, she's beginning to feel like she will never meet Mr. Right. But seeing one of her longtime BFFs find love on the internet, she decides to give online dating a try. After finally finding an amazing guy who sweeps her off her feet, will he prove to be everything she could have wished for and more or is he too good to be true?		April 10th 2013			https://www.goodreads.com/book/show/18665139-love-in-all-the-wrong-places
Stranded	Night Calls #1	J.C. Valentine	3.61	713	160	{5: '148', 4: '236', 3: '249', 2: '62', 1: '18'}	Burned, Felix Sinclair has all but vowed never to get seriously involved with another woman as long as he lives. After a long day’s work, Felix is looking forward to getting back to his luxury apartment in the city. When he detours onto a road less traveled in order to shave off some travel time, the last thing he expects is to wind up stranded in a roadside ditch in the middle of a downpour–or to fall into the arms of a beautiful woman.Recently divorced, jobless, friendless and utterly alone, Poppy Montgomery is struggling to convince herself that single life is what she wants–needs. Then a handsome stranger staggers into her life and sparks fly. Riding out the storm together, their instant connection seems like the perfect opportunity to explore a night of passion, but will one night be enough to satisfy their craving for one another?AUTHOR'S NOTE: Stranded is the first in an interconnected series of erotic romance. Each book can be read as a stand alone, but you will find that each new character has been previously introduced in some way. As an introduction to the series, Stranded is a novella, but rest assured each new addition will be a full length novel worth sinking your teeth into.	100	November 2nd 2012			https://www.goodreads.com/book/show/16125520-stranded
Hidden Connections		Natalie Resch	5.00	2	0		Discovering who you are is a part of life, discover what you are is something completely different. High-school senior Andi Michaels is counting the days until she can graduate from high school and escape the limitations of her tiny Wyoming hometown by enrolling in college in California to become a botanist. Andi plans to devote her life to identifying medicinal plants in the Amazon rainforest—until an alluring stranger introduces her to the bizarre powers of her own mind and the destiny that has been awaiting her since birth. Unlocking the secrets of her family and the society they’ve created, Andi comes to accept she is now part of an elite group of people who call themselves mind-connectors. As her own emerging paranormal abilities derail her plans of living a normal life, Andi is forced to weigh what she values most: Does her own happiness outweigh the happiness of others she could help? Does she have a choice in her future life, or was it already determined before she was even born? Then suddenly, when all seems safe and calm in her life, she is forced to make a decision that could not only affect her life, but her younger sister’s as well. The love of a sister provokes Andi to do the unspeakable and betray those who’ve sworn to protect her. Andi struggles to remain true to herself and to the people whose fate she now holds in her hands. Alone and confused, she must choose between her own happiness and the greater good of a needy world.	238	May 6th 2013			https://www.goodreads.com/book/show/18052781-hidden-connections
The Hollow Heart	The Heartfelt Series #1	Adrienne Vaughan	3.70	102	26	{5: '30', 4: '29', 3: '29', 2: '10', 1: '4'}	Marianne Coltrane is a feisty, award-winning journalist who is far from lucky in love. Taking herself off to the wilds of the west of Ireland to recuperate, she literally runs into Ryan O'Gorman, the most conceited, infuriating man in the world. He's an actor who's just landed the biggest role in movie history and he loathes journalists. One thing they do have in common is they both think their chance of true love has passed them by...but fate has other ideas!Sexy, moving and funny, this heart-warming duo and cast of colourful characters will stay with you, long after the last page leaves you smiling.	439	November 1st 2012		['Ireland']	https://www.goodreads.com/book/show/16301205-the-hollow-heart
Secrets of the Tides		Hannah Richell	3.76	3485	423	{5: '825', 4: '1377', 3: '987', 2: '225', 1: '71'}	Every family has its secrets. Some are small, like telling a white lie or snooping through a private drawer. Others are more serious, like infidelity and betrayal. And some secrets are so terrible they must be hidden away in a deep, dark place, for if they ever came to light, they would surely tear a family apart . . . The Tides are a family full of secrets. Returning to Clifftops, the rambling family house high up on the Dorset coastline, youngest daughter Dora hopes for a fresh start, for herself and the new life she carries. But can long-held secrets ever really be forgiven? And even if you can forgive, can you ever really learn to love again? Secrets of the Tides is a family drama with a dark thread of suspense at its heart.	406	April 12th 2012			https://www.goodreads.com/book/show/11633124-secrets-of-the-tides
Claudius	Rufus #2	Douglas Jackson	3.97	490	23	{5: '162', 4: '185', 3: '113', 2: '27', 1: '3'}	"
From bestselling author Douglas Jackson, a gripping and visceral novel of the Roman invasion of Britain, for fans of Conn Iggulden and Simon Scarrow.
""What stands out are Jackson's superb battle scenes. I lost myself in the riveting depictions of combat . . . I was gripped from start to finish."" -- Ben Kane. ""You will be reading this and saying to yourself, ""Just one more page!""..."" - ***** Reader review. ""THIS is the story I was waiting on!"" - ***** Reader review. ********************************************************************EMPEROR OF ROME. CONQUEROR OF BRITAIN. 43 AD. Southern England. Caratacus, war chief of the Britons, watches as the scarlet cloaks of the Roman legions spread across his lands like blood.In Rome, Emperor Claudius desires total conquest and dreams of taking his place in history alongside his illustrious forebears Caesar and Augustus.Among the legions marches Rufus, keeper of the Emperor's elephant. War is coming and the united tribes of Britain will make a desperate stand against the might of Rome in their fight for freedom. The Emperor has a very special purpose for Rufus and his elephant in the midst of the battle - will the Gods favour him?Have you read Caligula - where Rufus's adventures begin?"	464	June 24th 2010			https://www.goodreads.com/book/show/7645489-claudius
Delicate Devastation	The Endurers #3	Rose Wynters	4.33	40	7	{5: '20', 4: '16', 3: '2', 2: '1', 1: '1'}	The Endurers - Alpha, immortal men that have given their very lives to stand in between Hell and humanity. Major players in the upcoming Armageddon. Single and sexy as hell.Peter Rynalt is an immortal Endurer that has dedicated his life to protecting humanity.... And enjoying only the most beautiful women. Born in 1103 in the Welsh countryside, his mortal life as Priest ended when Hell decided to crucify him. Known as the priest by some and the playboy by others, he leads an action-packed, dangerous life fighting demons and taking his pleasures where he likes. Until the night Kim runs into his arms, terrified and desperate for help after a demon attacks her.Kim Jones is known and respected as a fun-loving, New Orleans beauty. Men want her, and women want to be her. It wasn’t always that way, though. She is haunted by her past and terrified her beauty won’t last forever. One night, fate presents her with a one-time opportunity to have the sexy Endurer that she desires. They discover an insatiable hunger that can't be satisfied, but is it enough to tantalize a playboy into something more?Amidst the desperate and devastated streets of New Orleans, the major players continue to make their moves in a game of destiny that will affect the future of the entire world. Each day brings them one step closer to Armageddon.... And Hell keeps upping the ante. When citizens start disappearing, The Endurers work hard to find the group of demons responsible before they die.It all comes to shattering climax when one of their own experiences a horrendous act that devastates his life and leaves him in shame. Evil knows no bounds and is determined to walk away the winner. Can Peter capture his queen in time?	348	June 18th 2013			https://www.goodreads.com/book/show/18108444-delicate-devastation
The Conversation of Merachefet: A Book of Secrets		C. JoyBell C.	4.24	37	4	{5: '23', 4: '7', 3: '3', 2: '1', 1: '3'}	Indulca mei radices.“The Conversation of Merachefet: A Book of Secrets” is best interpreted as “an intrinsic esoteric conversation” in which the essence of all purpose and of all universal form are discussed.A free-flowing dialogue designed as a single lengthy conversation, this writing is described by the author to be her “most revealing work ever.” The pages within will take you on an inward odyssey of seraphic discoveries, which can be likened only unto pure magic, raw wisdom, and deific insight.The word “Merachefet” itself is given to mystical terminology. It has been discussed, highly valued by, the wisest of ancient rabbis and sages. The name C. JoyBell C. has become synonymous with the virtues of wisdom and beauty, while her globally scattered words are readily gathered by people from all walks of life; from the most respected of doctors, professors, astronomers, movers and shakers of the world today; to the most current celebrities and the humblest of individuals in society! Such an equanimity and symphony are produced by her words, however, have you ever stopped to ask yourself what the root of all this is, where it all comes from? Within the covers of this book, you will find those roots uncovered, exposing a pure and eternal form of knowledge that will render you to an utterly Elysian experience.	72	May 29th 2013			https://www.goodreads.com/book/show/26035921-the-conversation-of-merachefet
The Sojourn		Rupansh Gupta	4.50	14	10	{5: '9', 4: '4', 3: '0', 2: '1', 1: '0'}	Why are we born? What is the universe? What is time? What is the reason behind everything? How should we live? What is the truth? What matters the most? Did God really intend to keep all this a secret? Or all the truths were always before us and we never came out of ourselves just to look around?These and many more questions have intrigued us all our lives. The education of a child in ancient times had knowledge pertaining to these questions as an integral part. But as we moved towards modern times, we lost many things which matter the most. We have lost the way of our lives with no one to show us the light. All our education and knowledge revolve around making a living. But though it may be potent to tell us how to make a living, it fails to impart us the knowledge of how to live. Moreover, we seldom find any time to read any books concerning matters outside our vocational realm. ‘The Sojourn’ is an attempt to fill the gap. In the most succinct yet captivating way, the book opens doors to many truths. It is a journey of not only our lives but the entire universe. By reading the book and totally immersing in it, the reader will find himself in a new dimension. His way of seeing everything will change. The truth, if manipulated, becomes a lie. The more efforts are made to hide it, the more it loses its identity. Therefore, what was always lying before us will be known to us forever. The truth is simple and elegant. That’s why it is the truth. By knowing its true nature and essence, we will see everything in its true grandeur.On including ‘The Sojourn’ in the curriculums, the students will come to know how to conduct their lives in the most effective way. They will find a guiding light in any situation of their lives. On repeated readings, the book will become a part of their subconscious mind and consequently, their second nature. This will give them a meaning and purpose for their lives. Those who have passed their study phase can read the book and implement the principles in their lives. The book will change their perception and will help them find their purpose. They will find the ways to resolve anything, since they will know the reason and true nature of all the existence. Thus, ‘The Sojourn’ is a book that will transform. When read with an open mind, and several times, new thoughts and truths will emerge each time, to ponder over. No matter whatsoever the situation a person may be in; on reading the book with a quiet mind and reflecting upon it, he will find solutions and ways out. With the limited time in our lives, these thirty five pages of poems will become a facilitator in real sense of the word. Therefore, the book is meant for everyone and will make the foundations of all civilizations very strong.Trailers:http://www.youtube.com/watch?v=m6H2rq...http://www.youtube.com/watch?v=ZAZeOe...	152	May 22nd 2013			https://www.goodreads.com/book/show/18052656-the-sojourn
